Section ID,Section,HS2 ID,HS2,HS4 ID,HS4,Trade Value
11,Textiles,1157,Carpets and other textile floor coverings,115705,Other Carpets,23172394
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115801,Woven Fabrics,34855973
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115802,Terry Fabric,7636969
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115803,Gauze,333077
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115804,Tulles and Net Fabric,150254478
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115805,Hand-Woven Tapestries,56237
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115806,Narrow Woven Fabric,294778245
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115807,Labels,30010047
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115808,Ornamental Trimmings,8041834
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115809,Metallic Fabric,294405
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115810,Embroidery,54481556
11,Textiles,1158,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",115811,Quilted Textiles,5658156
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115901,Gum Coated Textile Fabric,11708686
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115902,Polyamide Fabric,67743506
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115903,Plastic Coated Textile Fabric,581157897
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115904,Linoleum,260941
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115905,Textile Wall Coverings,901054
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115906,Rubber Textile Fabric,28878554
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115907,Coated Textile Fabric,15831845
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115908,Textile Wicks,636183
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115909,Hose Piping Textiles,5358173
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115910,Conveyor Belt Textiles,7947243
11,Textiles,1159,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",115911,Technical Use Textiles,86691112
11,Textiles,1160,Fabrics; knitted or crocheted,116001,Pile Fabric,381518209
11,Textiles,1160,Fabrics; knitted or crocheted,116002,Light Rubberized Knitted Fabric,40280260
11,Textiles,1160,Fabrics; knitted or crocheted,116003,Knitted or crocheted fabrics of a width not exceeding 30 cm,10228114
11,Textiles,1160,Fabrics; knitted or crocheted,116004,Knitted or crocheted fabrics of a width exceeding 30 cm,450818900
11,Textiles,1160,Fabrics; knitted or crocheted,116005,Warp knit fabrics (including those made on galloon knitting machines),93577209
11,Textiles,1160,Fabrics; knitted or crocheted,116006,Other knitted or crocheted fabrics.,1230131656
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116101,Knit Men's Coats,16633716
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116102,Knit Women's Coats,34144347
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116103,Knit Men's Suits,875549173
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116104,Knit Women's Suits,2657745028
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116105,Knit Men's Shirts,132378653
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116106,Knit Women's Shirts,25029356
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116107,Knit Men's Undergarments,309635438
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116108,Knit Women's Undergarments,1127839717
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116109,Knit T-shirts,755555542
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116110,Knit Sweaters,2682840406
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116111,Knit Babies' Garments,399700803
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116112,Knit Active Wear,506978454
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116113,Garments of Impregnated Fabric,40982966
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116114,Other Knit Garments,210266072
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116115,Knit Socks and Hosiery,150643115
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116116,Knit Gloves,126519198
11,Textiles,1161,Apparel and clothing accessories; knitted or crocheted,116117,Other Knit Clothing Accessories,160599514
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116201,Non-Knit Men's Coats,151474138
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116202,Non-Knit Women's Coats,195611288
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116203,Non-Knit Men's Suits,3503660560
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116204,Non-Knit Women's Suits,5254090157
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116205,Non-Knit Men's Shirts,259832674
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116206,Non-Knit Women's Shirts,165411073
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116207,Non-Knit Men's Undergarments,43167928
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116208,Non-Knit Women's Undergarments,159992599
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116209,Non-Knit Babies' Garments,61041216
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116210,Felt or Coated Fabric Garments,231756273
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116211,Non-Knit Active Wear,373532341
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116212,Other Women's Undergarments,1527520121
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116213,Handkerchiefs,2134350
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116214,Scarves,51318768
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116215,Neck Ties,5310071
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116216,Non-Knit Gloves,50243450
11,Textiles,1162,Apparel and clothing accessories; not knitted or crocheted,116217,Other Non-Knit Clothing Accessories,73732615
11,Textiles,1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116301,Blankets,115382605
11,Textiles,1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116302,House Linens,432888374
11,Textiles,1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116303,Window Dressings,163633444
11,Textiles,1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116304,Bedspreads,100848102
11,Textiles,1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116305,Packing Bags,108874487
11,Textiles,1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116306,"Awnings, Tents, and Sails",317698316
11,Textiles,1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116307,Other Cloth Articles,921821269
11,Textiles,1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116308,Packaged Sewing Sets,2188250
11,Textiles,1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116309,Used Clothing,32354478
11,Textiles,1163,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",116310,Textile Scraps,659664
12,Footwear and Headwear,1264,Footwear; gaiters and the like; parts of such articles,126401,Waterproof Footwear,103426241
12,Footwear and Headwear,1264,Footwear; gaiters and the like; parts of such articles,126402,Rubber Footwear,4910448340
12,Footwear and Headwear,1264,Footwear; gaiters and the like; parts of such articles,126403,Leather Footwear,2812010614
12,Footwear and Headwear,1264,Footwear; gaiters and the like; parts of such articles,126404,Textile Footwear,2922026198
12,Footwear and Headwear,1264,Footwear; gaiters and the like; parts of such articles,126405,Other Footwear,129373715
12,Footwear and Headwear,1264,Footwear; gaiters and the like; parts of such articles,126406,Footwear Parts,880084155
12,Footwear and Headwear,1265,Headgear and parts thereof,126501,Hat Forms,13660
12,Footwear and Headwear,1265,Headgear and parts thereof,126502,Hat Shapes,17179
12,Footwear and Headwear,1265,Headgear and parts thereof,126504,Hats,6846306
12,Footwear and Headwear,1265,Headgear and parts thereof,126505,Knitted Hats,197308128
12,Footwear and Headwear,1265,Headgear and parts thereof,126506,Other Headwear,507524735
12,Footwear and Headwear,1265,Headgear and parts thereof,126507,Headbands and Linings,33560065
12,Footwear and Headwear,1266,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",126601,Umbrellas,179477265
12,Footwear and Headwear,1266,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",126602,Walking Sticks,28851974
12,Footwear and Headwear,1266,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",126603,Umbrella and Walking Stick Accessories,41053425
12,Footwear and Headwear,1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",126701,Bird Skins and Feathers,972420
12,Footwear and Headwear,1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",126702,Artificial Vegetation,1348909533
12,Footwear and Headwear,1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",126703,Processed Hair,5772815
12,Footwear and Headwear,1267,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",126704,Fake Hair,119677673
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136801,Curbstones,5835458
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136802,Building Stone,600548915
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136803,Slate,11766360
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136804,Milling Stones,151197966
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136805,Abrasive Powder,45720369
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136806,Rock Wool,26163558
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136807,Asphalt,5270548
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136808,Vegetable Fiber,44665046
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136809,Plaster Articles,25863247
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136810,Cement Articles,768788143
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136811,Asbestos Cement Articles,41832258
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136812,Asbestos Fibres,1831517
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136813,Friction Material,18648394
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136814,Mica,10547226
13,Stone And Glass,1368,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",136815,Other Stone Articles,17297111
13,Stone And Glass,1369,Ceramic products,136901,Bricks,1260879
13,Stone And Glass,1369,Ceramic products,136902,Refractory Bricks,43065813
13,Stone And Glass,1369,Ceramic products,136903,Refractory Ceramics,13721177
13,Stone And Glass,1369,Ceramic products,136904,Ceramic Bricks,283385526
13,Stone And Glass,1369,Ceramic products,136905,Roofing Tiles,9200368
13,Stone And Glass,1369,Ceramic products,136906,Ceramic Pipes,1728797
13,Stone And Glass,1369,Ceramic products,136907,Unglazed Ceramics,2121360654
13,Stone And Glass,1369,Ceramic products,136909,Laboratory Ceramic Ware,53383988
13,Stone And Glass,1369,Ceramic products,136910,Bathroom Ceramics,2216046533
13,Stone And Glass,1369,Ceramic products,136911,Porcelain Tableware,2147762276
13,Stone And Glass,1369,Ceramic products,136912,Ceramic Tableware,60863381
13,Stone And Glass,1369,Ceramic products,136913,Ornamental Ceramics,577392556
13,Stone And Glass,1369,Ceramic products,136914,Other Ceramic Articles,199483880
13,Stone And Glass,1370,Glass and glassware,137001,Glass Scraps,1505478
13,Stone And Glass,1370,Glass and glassware,137002,Glass Balls,8216179
13,Stone And Glass,1370,Glass and glassware,137003,Cast or Rolled Glass,5732809
13,Stone And Glass,1370,Glass and glassware,137004,Blown Glass,1765332
13,Stone And Glass,1370,Glass and glassware,137005,Float Glass,36468001
13,Stone And Glass,1370,Glass and glassware,137006,Glass with Edge Workings,78988054
13,Stone And Glass,1370,Glass and glassware,137007,Safety Glass,723362237
13,Stone And Glass,1370,Glass and glassware,137008,Insulating Glass,83749432
13,Stone And Glass,1370,Glass and glassware,137009,Glass Mirrors,441674766
13,Stone And Glass,1370,Glass and glassware,137010,Glass Bottles,315010730
13,Stone And Glass,1370,Glass and glassware,137011,Glass Bulbs,268985
13,Stone And Glass,1370,Glass and glassware,137013,Interior Decorative Glassware,509910355
13,Stone And Glass,1370,Glass and glassware,137014,Signaling Glassware,4968488
13,Stone And Glass,1370,Glass and glassware,137015,Eyewear and Clock Glass,1690800
13,Stone And Glass,1370,Glass and glassware,137016,Glass Bricks,289444382
13,Stone And Glass,1370,Glass and glassware,137017,Laboratory Glassware,4008164
13,Stone And Glass,1370,Glass and glassware,137018,Glass Beads,67372197
13,Stone And Glass,1370,Glass and glassware,137019,Glass Fibers,137570672
13,Stone And Glass,1370,Glass and glassware,137020,Other Glass Articles,63833541
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147101,Pearls,261420
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147102,Diamonds,35032170
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147103,Precious Stones,891439
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147104,Synthetic Reconstructed Jewellery Stones,51321009
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147105,Precious Stone Dust,2160879
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147107,Silver Clad Metals,15284
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147108,Gold,6118530
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147109,Gold Clad Metals,2190
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147110,Platinum,11804
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147112,Precious Metal Scraps,6289272
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147113,Jewellery,2016786613
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147114,Metal-Clad Products,552051
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147115,Other Precious Metal Products,1658989
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147116,Pearl Products,31105211
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147117,Imitation Jewellery,533118756
14,Precious Metals,1471,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",147118,Coin,532335
15,Metals,1572,Iron and steel,157202,Ferroalloys,21223443
15,Metals,1572,Iron and steel,157203,Iron Reductions,5094
15,Metals,1572,Iron and steel,157204,Scrap Iron,65674
15,Metals,1572,Iron and steel,157205,Iron Powder,5855515
15,Metals,1572,Iron and steel,157206,Iron Ingots,49071
15,Metals,1572,Iron and steel,157207,Semi-Finished Iron,39746
15,Metals,1572,Iron and steel,157208,Hot-Rolled Iron,22164148
15,Metals,1572,Iron and steel,157209,Cold-Rolled Iron,30149308
15,Metals,1572,Iron and steel,157210,Coated Flat-Rolled Iron,480344432
15,Metals,1572,Iron and steel,157211,Large Flat-Rolled Iron,28555207
15,Metals,1572,Iron and steel,157212,Large Coated Flat-Rolled Iron,16241089
15,Metals,1572,Iron and steel,157213,Hot-Rolled Iron Bars,91424800
15,Metals,1572,Iron and steel,157214,Raw Iron Bars,26121881
15,Metals,1572,Iron and steel,157215,Other Iron Bars,2110229
15,Metals,1572,Iron and steel,157216,Iron Blocks,65457021
15,Metals,1572,Iron and steel,157217,Iron Wire,61011647
15,Metals,1572,Iron and steel,157218,Stainless Steel Ingots,95508
15,Metals,1572,Iron and steel,157219,Large Flat-Rolled Stainless Steel,702737917
15,Metals,1572,Iron and steel,157220,Flat-Rolled Stainless Steel,125757457
15,Metals,1572,Iron and steel,157221,Hot-Rolled Stainless Steel Bars,590015
15,Metals,1572,Iron and steel,157222,Other Stainless Steel Bars,25228698
15,Metals,1572,Iron and steel,157223,Stainless Steel Wire,21655208
15,Metals,1572,Iron and steel,157224,Steel Ingots,123782
15,Metals,1572,Iron and steel,157225,Flat Flat-Rolled Steel,224675413
15,Metals,1572,Iron and steel,157226,Flat-Rolled Iron,17191834
15,Metals,1572,Iron and steel,157227,Steel Bars,8559080
15,Metals,1572,Iron and steel,157228,Other Steel Bars,77440383
15,Metals,1572,Iron and steel,157229,Steel Wire,5718337
15,Metals,1573,Iron or steel articles,157301,Iron Sheet Piling,2944873
15,Metals,1573,Iron or steel articles,157302,Iron Railway Products,9703465
15,Metals,1573,Iron or steel articles,157303,Cast Iron Pipes,5043952
15,Metals,1573,Iron or steel articles,157304,Iron Pipes,81858400
15,Metals,1573,Iron or steel articles,157305,Other Large Iron Pipes,8681523
15,Metals,1573,Iron or steel articles,157306,Other Small Iron Pipes,552725632
15,Metals,1573,Iron or steel articles,157307,Iron Pipe Fittings,111704540
15,Metals,1573,Iron or steel articles,157308,Iron Structures,1249239303
15,Metals,1573,Iron or steel articles,157309,Large Iron Containers,44161777
15,Metals,1573,Iron or steel articles,157310,Small Iron Containers,429095487
15,Metals,1573,Iron or steel articles,157311,Iron Gas Containers,38420811
15,Metals,1573,Iron or steel articles,157312,Stranded Iron Wire,22145971
15,Metals,1573,Iron or steel articles,157313,Barbed Wire,5081165
15,Metals,1573,Iron or steel articles,157314,Iron Cloth,74995064
15,Metals,1573,Iron or steel articles,157315,Iron Chains,90194541
15,Metals,1573,Iron or steel articles,157316,Iron Anchors,1354471
15,Metals,1573,Iron or steel articles,157317,Iron Nails,115270992
15,Metals,1573,Iron or steel articles,157318,Iron Fasteners,407130987
15,Metals,1573,Iron or steel articles,157319,Iron Sewing Needles,5037435
15,Metals,1573,Iron or steel articles,157320,Iron Springs,105022422
15,Metals,1573,Iron or steel articles,157321,Iron Stovetops,2111265082
15,Metals,1573,Iron or steel articles,157322,Iron Radiators,54072413
15,Metals,1573,Iron or steel articles,157323,Iron Housewares,3151732059
15,Metals,1573,Iron or steel articles,157324,Iron Toiletry,647124267
15,Metals,1573,Iron or steel articles,157325,Other Cast Iron Products,24789353
15,Metals,1573,Iron or steel articles,157326,Other Iron Products,1195971642
15,Metals,1574,Copper and articles thereof,157401,Precipitated Copper,403
15,Metals,1574,Copper and articles thereof,157402,Raw Copper,2000
15,Metals,1574,Copper and articles thereof,157403,Refined Copper,46150581
15,Metals,1574,Copper and articles thereof,157404,Scrap Copper,139
15,Metals,1574,Copper and articles thereof,157405,Copper Alloys,49388
15,Metals,1574,Copper and articles thereof,157406,Copper Powder,110961
15,Metals,1574,Copper and articles thereof,157407,Copper Bars,3182022
15,Metals,1574,Copper and articles thereof,157408,Copper Wire,169319478
15,Metals,1574,Copper and articles thereof,157409,Copper Plating,29613399
15,Metals,1574,Copper and articles thereof,157410,Copper Foil,136520210
15,Metals,1574,Copper and articles thereof,157411,Copper Pipes,165113985
15,Metals,1574,Copper and articles thereof,157412,Copper Pipe Fittings,51334784
15,Metals,1574,Copper and articles thereof,157413,Stranded Copper Wire,2958011
15,Metals,1574,Copper and articles thereof,157415,Copper Fasteners,16779134
15,Metals,1574,Copper and articles thereof,157418,Copper Housewares,81795438
15,Metals,1574,Copper and articles thereof,157419,Other Copper Products,35284810
15,Metals,1575,Nickel and articles thereof,157501,Nickel Mattes,234818
15,Metals,1575,Nickel and articles thereof,157502,Raw Nickel,12899301
15,Metals,1575,Nickel and articles thereof,157503,Scrap Nickel,1838138
15,Metals,1575,Nickel and articles thereof,157504,Nickel Powder,290133
15,Metals,1575,Nickel and articles thereof,157505,Nickel Bars,1491028
15,Metals,1575,Nickel and articles thereof,157506,Nickel Sheets,2246003
15,Metals,1575,Nickel and articles thereof,157507,Nickel Pipes,137882
15,Metals,1575,Nickel and articles thereof,157508,Other Nickel Products,1177634
15,Metals,1576,Aluminium and articles thereof,157601,Raw Aluminium,498439133
15,Metals,1576,Aluminium and articles thereof,157602,Scrap Aluminium,1368
15,Metals,1576,Aluminium and articles thereof,157603,Aluminium Powder,118788
15,Metals,1576,Aluminium and articles thereof,157604,Aluminium Bars,1349103907
15,Metals,1576,Aluminium and articles thereof,157605,Aluminium Wire,4546322
15,Metals,1576,Aluminium and articles thereof,157606,Aluminium Plating,308276909
15,Metals,1576,Aluminium and articles thereof,157607,Aluminium Foil,197417850
15,Metals,1576,Aluminium and articles thereof,157608,Aluminium Pipes,131932585
15,Metals,1576,Aluminium and articles thereof,157609,Aluminium Pipe Fittings,13564551
15,Metals,1576,Aluminium and articles thereof,157610,Aluminium Structures,1050549245
15,Metals,1576,Aluminium and articles thereof,157611,Large Aluminium Containers,793628
15,Metals,1576,Aluminium and articles thereof,157612,Aluminium Cans,42365684
15,Metals,1576,Aluminium and articles thereof,157613,Aluminium Gas Containers,7674220
15,Metals,1576,Aluminium and articles thereof,157614,Stranded Aluminium Wire,7309670
15,Metals,1576,Aluminium and articles thereof,157615,Aluminium Housewares,385027380
15,Metals,1576,Aluminium and articles thereof,157616,Other Aluminium Products,585317639
15,Metals,1578,Lead and articles thereof,157801,Raw Lead,2145475
15,Metals,1578,Lead and articles thereof,157804,Lead Sheets,542655
15,Metals,1578,Lead and articles thereof,157806,Other Lead Products,1564601
15,Metals,1579,Zinc and articles thereof,157901,Raw Zinc,486123
15,Metals,1579,Zinc and articles thereof,157903,Zinc Powder,1297
15,Metals,1579,Zinc and articles thereof,157904,Zinc Bars,609038
15,Metals,1579,Zinc and articles thereof,157905,Zinc Sheets,123540
15,Metals,1579,Zinc and articles thereof,157907,Other Zinc Products,35747198
15,Metals,1580,Tin; articles thereof,158001,Raw Tin,31610037
15,Metals,1580,Tin; articles thereof,158003,Tin Bars,2404803
15,Metals,1580,Tin; articles thereof,158007,Other Tin Products,965070
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158101,Tungsten,6169278
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158102,Molybdenum,40012066
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158103,Tantalum,45769298
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158104,Magnesium,128989127
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158105,Cobalt,533328
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158106,Bismuth,6351848
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158107,Cadmium,3282454
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158108,Titanium,14746091
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158109,Zirconium,13659
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158110,Antimony,6126879
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158111,Manganese,541543171
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158112,Other Metals,21091581
15,Metals,1581,"Metals; n.e.s., cermets and articles thereof",158113,Cermets,6837868
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158201,Garden Tools,130971651
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158202,Hand Saws,62509646
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158203,Hand Tools,52341853
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158204,Wrenches,28533448
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158205,Other Hand Tools,630788388
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158206,Tool Sets,99863431
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158207,Interchangeable Tool Parts,584798693
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158208,Cutting Blades,31395677
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158209,Tool Plates,81209150
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158210,Cooking Hand Tools,40317359
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158211,Knives,570169851
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158212,Razor Blades,170401259
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158213,Scissors,194582417
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158214,Other Cutlery,148510120
15,Metals,1582,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",158215,Cutlery Sets,583583971
15,Metals,1583,Metal; miscellaneous products of base metal,158301,Padlocks,899201327
15,Metals,1583,Metal; miscellaneous products of base metal,158302,Metal Mountings,3369015558
15,Metals,1583,Metal; miscellaneous products of base metal,158303,Safes,34010347
15,Metals,1583,Metal; miscellaneous products of base metal,158304,Filing Cabinets,54056051
15,Metals,1583,Metal; miscellaneous products of base metal,158305,Metal Office Supplies,92029892
15,Metals,1583,Metal; miscellaneous products of base metal,158306,Bells and Other Metal Ornaments,435598674
15,Metals,1583,Metal; miscellaneous products of base metal,158307,Flexible Metal Tubing,12644728
